Dragen Version           Size (MB)  Install Date         Path
4.4.4                    846.30     2025-07-22 00:16:45  /opt/dragen/4.4.4

Bitstream Version        Size (MB)  Install Date         Path
07.031.779 (0x18101306)  601.18     2025-07-22 00:16:36  /opt/bitstream/07.031.779

To remove a dragen version, call `yum remove` on its Path.
=== GENOME FILE STATS ===
666436 ConvSK_mind20_ibd.genome
=== HIGH_PIHAT_PAIRS ===
FID1 IID1 FID2 IID2 Z0 Z1 Z2 PI_HAT
579 01-14 1094 08-86 0.4710 0.5290 0.0000 0.2645
580 01-18 581 09-76 0.0000 0.0000 1.0000 1.0000
580 01-18 840 08-25 0.3690 0.6310 0.0000 0.3155
580 01-18 862 08-495 0.5417 0.4583 0.0000 0.2291
580 01-18 1094 08-86 0.5536 0.4464 0.0000 0.2232
581 09-76 840 08-25 0.3691 0.6309 0.0000 0.3155
581 09-76 862 08-495 0.5418 0.4582 0.0000 0.2291
581 09-76 1094 08-86 0.5536 0.4464 0.0000 0.2232
582 09-64 840 08-25 0.3556 0.6444 0.0000 0.3222
582 09-64 862 08-495 0.4719 0.5281 0.0000 0.2640
582 09-64 1094 08-86 0.4403 0.5597 0.0000 0.2798
583 02-79 840 08-25 0.3531 0.6469 0.0000 0.3234
583 02-79 862 08-495 0.5022 0.4978 0.0000 0.2489
583 02-79 1094 08-86 0.4502 0.5498 0.0000 0.2749
584 03-65 840 08-25 0.3464 0.6536 0.0000 0.3268
584 03-65 862 08-495 0.4808 0.5192 0.0000 0.2596
584 03-65 1094 08-86 0.4449 0.5551 0.0000 0.2776
585 09-61 840 08-25 0.3452 0.6548 0.0000 0.3274
585 09-61 862 08-495 0.4736 0.5264 0.0000 0.2632
585 09-61 1094 08-86 0.4608 0.5392 0.0000 0.2696
586 02-80 840 08-25 0.3666 0.6334 0.0000 0.3167
586 02-80 862 08-495 0.5042 0.4958 0.0000 0.2479
586 02-80 1094 08-86 0.5462 0.4538 0.0000 0.2269
587 02-88 840 08-25 0.3835 0.6165 0.0000 0.3083
587 02-88 862 08-495 0.4963 0.5037 0.0000 0.2518
587 02-88 1094 08-86 0.4421 0.5579 0.0000 0.2789
588 04-60 840 08-25 0.3294 0.6706 0.0000 0.3353
588 04-60 862 08-495 0.4726 0.5274 0.0000 0.2637
588 04-60 1094 08-86 0.4691 0.5309 0.0000 0.2654
589 09-63 840 08-25 0.3631 0.6369 0.0000 0.3184
589 09-63 862 08-495 0.4712 0.5288 0.0000 0.2644
589 09-63 1094 08-86 0.4781 0.5219 0.0000 0.2610
590 09-42 840 08-25 0.3479 0.6521 0.0000 0.3260
590 09-42 862 08-495 0.4771 0.5229 0.0000 0.2614
590 09-42 1094 08-86 0.4837 0.5163 0.0000 0.2581
591 02-73 840 08-25 0.3316 0.6684 0.0000 0.3342
591 02-73 862 08-495 0.4727 0.5273 0.0000 0.2636
591 02-73 1094 08-86 0.4548 0.5452 0.0000 0.2726
592 01-16 840 08-25 0.3415 0.6585 0.0000 0.3293
592 01-16 862 08-495 0.4728 0.5272 0.0000 0.2636
592 01-16 1094 08-86 0.4858 0.5142 0.0000 0.2571
593 01-20 840 08-25 0.3392 0.6608 0.0000 0.3304
593 01-20 862 08-495 0.4764 0.5236 0.0000 0.2618
593 01-20 1094 08-86 0.4553 0.5447 0.0000 0.2723
594 09-94 840 08-25 0.3485 0.6515 0.0000 0.3258
594 09-94 862 08-495 0.4962 0.5038 0.0000 0.2519
594 09-94 1094 08-86 0.4653 0.5347 0.0000 0.2673
595 09-70 840 08-25 0.3361 0.6639 0.0000 0.3319
595 09-70 862 08-495 0.5023 0.4977 0.0000 0.2488
595 09-70 1094 08-86 0.4719 0.5281 0.0000 0.2641
596 09-73 840 08-25 0.3548 0.6452 0.0000 0.3226
596 09-73 862 08-495 0.4877 0.5123 0.0000 0.2561
596 09-73 1094 08-86 0.4833 0.5167 0.0000 0.2583
597 09-78 840 08-25 0.3466 0.6534 0.0000 0.3267
597 09-78 862 08-495 0.4812 0.5188 0.0000 0.2594
597 09-78 1094 08-86 0.4699 0.5301 0.0000 0.2651
598 09-86 840 08-25 0.3493 0.6507 0.0000 0.3254
598 09-86 862 08-495 0.4935 0.5065 0.0000 0.2533
598 09-86 1094 08-86 0.4837 0.5163 0.0000 0.2581
599 09-47 840 08-25 0.3334 0.6666 0.0000 0.3333
599 09-47 862 08-495 0.4922 0.5078 0.0000 0.2539
599 09-47 1094 08-86 0.4510 0.5490 0.0000 0.2745
600 09-88 840 08-25 0.3379 0.6621 0.0000 0.3311
600 09-88 862 08-495 0.4783 0.5217 0.0000 0.2609
600 09-88 1094 08-86 0.4502 0.5498 0.0000 0.2749
601 09-40 840 08-25 0.3521 0.6479 0.0000 0.3240
601 09-40 862 08-495 0.5073 0.4927 0.0000 0.2463
601 09-40 1094 08-86 0.5012 0.4988 0.0000 0.2494
602 09-48 840 08-25 0.3481 0.6519 0.0000 0.3259
602 09-48 862 08-495 0.4774 0.5226 0.0000 0.2613
602 09-48 1094 08-86 0.4753 0.5247 0.0000 0.2624
603 02-71 840 08-25 0.3480 0.6520 0.0000 0.3260
603 02-71 862 08-495 0.4945 0.5055 0.0000 0.2528
603 02-71 1094 08-86 0.4688 0.5312 0.0000 0.2656
604 09-46 840 08-25 0.3418 0.6582 0.0000 0.3291
604 09-46 862 08-495 0.4770 0.5230 0.0000 0.2615
604 09-46 1094 08-86 0.4636 0.5364 0.0000 0.2682
605 09-68 840 08-25 0.3324 0.6676 0.0000 0.3338
605 09-68 862 08-495 0.4978 0.5022 0.0000 0.2511
605 09-68 1094 08-86 0.4640 0.5360 0.0000 0.2680
606 14-15 840 08-25 0.3396 0.6604 0.0000 0.3302
606 14-15 862 08-495 0.4905 0.5095 0.0000 0.2547
606 14-15 1094 08-86 0.4757 0.5243 0.0000 0.2622
607 14-16 840 08-25 0.3455 0.6545 0.0000 0.3273
607 14-16 862 08-495 0.4710 0.5290 0.0000 0.2645
607 14-16 1094 08-86 0.4694 0.5306 0.0000 0.2653
608 09-118 840 08-25 0.3619 0.6381 0.0000 0.3191
608 09-118 862 08-495 0.5051 0.4949 0.0000 0.2474
608 09-118 1094 08-86 0.4873 0.5127 0.0000 0.2563
609 14-19 840 08-25 0.3521 0.6479 0.0000 0.3240
609 14-19 862 08-495 0.4685 0.5315 0.0000 0.2658
609 14-19 1094 08-86 0.4590 0.5410 0.0000 0.2705
610 09-134 840 08-25 0.3530 0.6470 0.0000 0.3235
610 09-134 862 08-495 0.4848 0.5152 0.0000 0.2576
610 09-134 1094 08-86 0.4698 0.5302 0.0000 0.2651
611 09-137 840 08-25 0.3438 0.6562 0.0000 0.3281
611 09-137 862 08-495 0.5022 0.4978 0.0000 0.2489
611 09-137 1094 08-86 0.5030 0.4970 0.0000 0.2485
612 09-123 840 08-25 0.3569 0.6431 0.0000 0.3216
612 09-123 862 08-495 0.5033 0.4967 0.0000 0.2483
612 09-123 1094 08-86 0.4837 0.5163 0.0000 0.2581
613 09-114 840 08-25 0.3435 0.6565 0.0000 0.3282
613 09-114 862 08-495 0.4839 0.5161 0.0000 0.2581
613 09-114 1094 08-86 0.4424 0.5576 0.0000 0.2788
614 09-132 840 08-25 0.3443 0.6557 0.0000 0.3279
614 09-132 862 08-495 0.4937 0.5063 0.0000 0.2531
614 09-132 1094 08-86 0.4797 0.5203 0.0000 0.2601
615 09-133 840 08-25 0.3376 0.6624 0.0000 0.3312
615 09-133 862 08-495 0.4823 0.5177 0.0000 0.2589
615 09-133 1094 08-86 0.4457 0.5543 0.0000 0.2771
616 08-250 840 08-25 0.3499 0.6501 0.0000 0.3250
616 08-250 862 08-495 0.4893 0.5107 0.0000 0.2554
616 08-250 1094 08-86 0.4343 0.5657 0.0000 0.2828
617 08-170 840 08-25 0.3425 0.6575 0.0000 0.3287
617 08-170 862 08-495 0.4972 0.5028 0.0000 0.2514
617 08-170 1094 08-86 0.4667 0.5333 0.0000 0.2667
618 08-810 840 08-25 0.3476 0.6524 0.0000 0.3262
618 08-810 862 08-495 0.4898 0.5102 0.0000 0.2551
618 08-810 1094 08-86 0.4643 0.5357 0.0000 0.2679
619 08-455 840 08-25 0.3434 0.6566 0.0000 0.3283
619 08-455 862 08-495 0.4963 0.5037 0.0000 0.2519
619 08-455 1094 08-86 0.4696 0.5304 0.0000 0.2652
620 08-115 840 08-25 0.3454 0.6546 0.0000 0.3273
620 08-115 862 08-495 0.4745 0.5255 0.0000 0.2628
620 08-115 1094 08-86 0.4672 0.5328 0.0000 0.2664
621 08-116 840 08-25 0.3367 0.6633 0.0000 0.3317
621 08-116 862 08-495 0.4936 0.5064 0.0000 0.2532
621 08-116 1094 08-86 0.4537 0.5463 0.0000 0.2731
622 08-163 840 08-25 0.3526 0.6474 0.0000 0.3237
622 08-163 862 08-495 0.4747 0.5253 0.0000 0.2626
622 08-163 1094 08-86 0.4519 0.5481 0.0000 0.2741
623 08-40 840 08-25 0.3566 0.6434 0.0000 0.3217
623 08-40 862 08-495 0.4888 0.5112 0.0000 0.2556
623 08-40 1094 08-86 0.4452 0.5548 0.0000 0.2774
624 01-10 840 08-25 0.3528 0.6472 0.0000 0.3236
624 01-10 862 08-495 0.4896 0.5104 0.0000 0.2552
624 01-10 1094 08-86 0.4811 0.5189 0.0000 0.2594
625 02-23m 840 08-25 0.3425 0.6575 0.0000 0.3287
625 02-23m 862 08-495 0.4843 0.5157 0.0000 0.2579
625 02-23m 1094 08-86 0.4798 0.5202 0.0000 0.2601
626 02-25m 840 08-25 0.3386 0.6614 0.0000 0.3307
626 02-25m 862 08-495 0.4834 0.5166 0.0000 0.2583
626 02-25m 1094 08-86 0.4658 0.5342 0.0000 0.2671
627 02-31 840 08-25 0.3375 0.6625 0.0000 0.3312
627 02-31 862 08-495 0.4723 0.5277 0.0000 0.2639
627 02-31 1094 08-86 0.4661 0.5339 0.0000 0.2670
628 02-92 840 08-25 0.3340 0.6660 0.0000 0.3330
628 02-92 862 08-495 0.4714 0.5286 0.0000 0.2643
628 02-92 1094 08-86 0.4837 0.5163 0.0000 0.2582
629 03-160 840 08-25 0.3646 0.6354 0.0000 0.3177
629 03-160 862 08-495 0.5043 0.4957 0.0000 0.2479
629 03-160 1094 08-86 0.5328 0.4672 0.0000 0.2336
630 03-52 840 08-25 0.3323 0.6677 0.0000 0.3338
630 03-52 862 08-495 0.4769 0.5231 0.0000 0.2615
630 03-52 1094 08-86 0.4581 0.5419 0.0000 0.2709
631 03-53 840 08-25 0.3380 0.6620 0.0000 0.3310
631 03-53 862 08-495 0.4949 0.5051 0.0000 0.2526
631 03-53 1094 08-86 0.4414 0.5586 0.0000 0.2793
632 03-55 840 08-25 0.3604 0.6396 0.0000 0.3198
632 03-55 862 08-495 0.4759 0.5241 0.0000 0.2621
632 03-55 1094 08-86 0.4485 0.5515 0.0000 0.2758
633 03-59 840 08-25 0.3644 0.6356 0.0000 0.3178
633 03-59 862 08-495 0.4939 0.5061 0.0000 0.2530
633 03-59 1094 08-86 0.4976 0.5024 0.0000 0.2512
634 03-60 840 08-25 0.3645 0.6355 0.0000 0.3178
634 03-60 862 08-495 0.5117 0.4883 0.0000 0.2441
634 03-60 1094 08-86 0.5313 0.4687 0.0000 0.2344
635 03-61 840 08-25 0.3374 0.6626 0.0000 0.3313
635 03-61 862 08-495 0.4794 0.5206 0.0000 0.2603
635 03-61 1094 08-86 0.4754 0.5246 0.0000 0.2623
636 03-63 840 08-25 0.3457 0.6543 0.0000 0.3271
636 03-63 862 08-495 0.4803 0.5197 0.0000 0.2598
636 03-63 1094 08-86 0.4730 0.5270 0.0000 0.2635
637 04-38 840 08-25 0.3480 0.6520 0.0000 0.3260
637 04-38 862 08-495 0.4791 0.5209 0.0000 0.2604
637 04-38 1094 08-86 0.4647 0.5353 0.0000 0.2677
638 04-58 840 08-25 0.3514 0.6486 0.0000 0.3243
638 04-58 862 08-495 0.4861 0.5139 0.0000 0.2569
638 04-58 1094 08-86 0.4677 0.5323 0.0000 0.2661
639 06-13 840 08-25 0.3479 0.6521 0.0000 0.3261
639 06-13 862 08-495 0.4832 0.5168 0.0000 0.2584
639 06-13 1094 08-86 0.4858 0.5142 0.0000 0.2571
640 07-13 840 08-25 0.3445 0.6555 0.0000 0.3277
640 07-13 862 08-495 0.4852 0.5148 0.0000 0.2574
640 07-13 1094 08-86 0.4662 0.5338 0.0000 0.2669
641 07-35 840 08-25 0.3512 0.6488 0.0000 0.3244
641 07-35 862 08-495 0.4848 0.5152 0.0000 0.2576
641 07-35 1094 08-86 0.4280 0.5720 0.0000 0.2860
642 07-36 840 08-25 0.3507 0.6493 0.0000 0.3247
642 07-36 862 08-495 0.4952 0.5048 0.0000 0.2524
642 07-36 1094 08-86 0.4756 0.5244 0.0000 0.2622
643 07-44 840 08-25 0.3318 0.6682 0.0000 0.3341
643 07-44 862 08-495 0.4942 0.5058 0.0000 0.2529
643 07-44 1094 08-86 0.4346 0.5654 0.0000 0.2827
644 07-47 840 08-25 0.3382 0.6618 0.0000 0.3309
644 07-47 862 08-495 0.4785 0.5215 0.0000 0.2608
644 07-47 1094 08-86 0.4564 0.5436 0.0000 0.2718
645 07-49 840 08-25 0.3518 0.6482 0.0000 0.3241
645 07-49 862 08-495 0.4835 0.5165 0.0000 0.2583
645 07-49 1094 08-86 0.4643 0.5357 0.0000 0.2679
646 07-52 840 08-25 0.3587 0.6413 0.0000 0.3206
646 07-52 862 08-495 0.4821 0.5179 0.0000 0.2590
646 07-52 1094 08-86 0.4568 0.5432 0.0000 0.2716
647 07-55 840 08-25 0.3380 0.6620 0.0000 0.3310
647 07-55 862 08-495 0.4822 0.5178 0.0000 0.2589
647 07-55 1094 08-86 0.4389 0.5611 0.0000 0.2806
648 07-60 840 08-25 0.3711 0.6289 0.0000 0.3145
648 07-60 862 08-495 0.4638 0.5362 0.0000 0.2681
648 07-60 1094 08-86 0.4974 0.5026 0.0000 0.2513
649 08-112 840 08-25 0.3475 0.6525 0.0000 0.3262
649 08-112 862 08-495 0.5060 0.4940 0.0000 0.2470
649 08-112 1094 08-86 0.4318 0.5682 0.0000 0.2841
650 08-113 840 08-25 0.3393 0.6607 0.0000 0.3304
650 08-113 862 08-495 0.4846 0.5154 0.0000 0.2577
650 08-113 1094 08-86 0.4483 0.5517 0.0000 0.2759
651 08-193 840 08-25 0.3551 0.6449 0.0000 0.3225
651 08-193 862 08-495 0.4614 0.5386 0.0000 0.2693
651 08-193 1094 08-86 0.4591 0.5409 0.0000 0.2704
652 08-219 840 08-25 0.3566 0.6434 0.0000 0.3217
652 08-219 862 08-495 0.4973 0.5027 0.0000 0.2514
652 08-219 1094 08-86 0.4554 0.5446 0.0000 0.2723
653 08-236 840 08-25 0.3587 0.6413 0.0000 0.3207
653 08-236 862 08-495 0.4730 0.5270 0.0000 0.2635
653 08-236 1094 08-86 0.4338 0.5662 0.0000 0.2831
654 08-261 840 08-25 0.3527 0.6473 0.0000 0.3236
654 08-261 862 08-495 0.4736 0.5264 0.0000 0.2632
654 08-261 1094 08-86 0.4676 0.5324 0.0000 0.2662
655 08-264 840 08-25 0.3480 0.6520 0.0000 0.3260
655 08-264 862 08-495 0.4684 0.5316 0.0000 0.2658
655 08-264 1094 08-86 0.4607 0.5393 0.0000 0.2697
656 08-281 840 08-25 0.3489 0.6511 0.0000 0.3255
656 08-281 862 08-495 0.4755 0.5245 0.0000 0.2623
656 08-281 1094 08-86 0.4439 0.5561 0.0000 0.2781
657 08-367 840 08-25 0.3424 0.6576 0.0000 0.3288
657 08-367 862 08-495 0.4813 0.5187 0.0000 0.2594
657 08-367 1094 08-86 0.4542 0.5458 0.0000 0.2729
658 08-394 840 08-25 0.3524 0.6476 0.0000 0.3238
658 08-394 862 08-495 0.4778 0.5222 0.0000 0.2611
658 08-394 1094 08-86 0.4450 0.5550 0.0000 0.2775
659 08-397 840 08-25 0.3529 0.6471 0.0000 0.3235
659 08-397 862 08-495 0.4762 0.5238 0.0000 0.2619
659 08-397 1094 08-86 0.4626 0.5374 0.0000 0.2687
660 08-398 840 08-25 0.3579 0.6421 0.0000 0.3210
660 08-398 862 08-495 0.4700 0.5300 0.0000 0.2650
660 08-398 1094 08-86 0.4784 0.5216 0.0000 0.2608
661 08-444 840 08-25 0.3687 0.6313 0.0000 0.3156
661 08-444 862 08-495 0.4884 0.5116 0.0000 0.2558
661 08-444 1094 08-86 0.4850 0.5150 0.0000 0.2575
662 08-491 840 08-25 0.3396 0.6604 0.0000 0.3302
662 08-491 862 08-495 0.4930 0.5070 0.0000 0.2535
662 08-491 1094 08-86 0.4638 0.5362 0.0000 0.2681
663 08-538 840 08-25 0.3318 0.6682 0.0000 0.3341
663 08-538 862 08-495 0.4808 0.5192 0.0000 0.2596
663 08-538 1094 08-86 0.4600 0.5400 0.0000 0.2700
664 08-54 840 08-25 0.3409 0.6591 0.0000 0.3296
664 08-54 862 08-495 0.4908 0.5092 0.0000 0.2546
664 08-54 1094 08-86 0.4339 0.5661 0.0000 0.2830
665 08-540 840 08-25 0.3258 0.6742 0.0000 0.3371
665 08-540 862 08-495 0.4644 0.5356 0.0000 0.2678
665 08-540 1094 08-86 0.4480 0.5520 0.0000 0.2760
666 08-547 840 08-25 0.3346 0.6654 0.0000 0.3327
666 08-547 862 08-495 0.5035 0.4965 0.0000 0.2483
666 08-547 1094 08-86 0.4676 0.5324 0.0000 0.2662
667 08-581 840 08-25 0.3510 0.6490 0.0000 0.3245
667 08-581 862 08-495 0.4823 0.5177 0.0000 0.2588
667 08-581 1094 08-86 0.4318 0.5682 0.0000 0.2841
668 08-622 840 08-25 0.3470 0.6530 0.0000 0.3265
668 08-622 862 08-495 0.4894 0.5106 0.0000 0.2553
668 08-622 1094 08-86 0.4668 0.5332 0.0000 0.2666
669 08-624 840 08-25 0.3495 0.6505 0.0000 0.3253
669 08-624 862 08-495 0.5057 0.4943 0.0000 0.2471
669 08-624 1094 08-86 0.4467 0.5533 0.0000 0.2766
670 08-626 840 08-25 0.3474 0.6526 0.0000 0.3263
670 08-626 862 08-495 0.5022 0.4978 0.0000 0.2489
670 08-626 1094 08-86 0.4780 0.5220 0.0000 0.2610
671 08-627 840 08-25 0.3379 0.6621 0.0000 0.3310
671 08-627 862 08-495 0.5092 0.4908 0.0000 0.2454
671 08-627 1094 08-86 0.4571 0.5429 0.0000 0.2715
672 08-629 840 08-25 0.3419 0.6581 0.0000 0.3290
672 08-629 862 08-495 0.4879 0.5121 0.0000 0.2560
672 08-629 1094 08-86 0.4325 0.5675 0.0000 0.2838
673 08-633 840 08-25 0.3334 0.6666 0.0000 0.3333
673 08-633 862 08-495 0.4828 0.5172 0.0000 0.2586
673 08-633 1094 08-86 0.4489 0.5511 0.0000 0.2756
674 08-636 840 08-25 0.3379 0.6621 0.0000 0.3311
674 08-636 862 08-495 0.4963 0.5037 0.0000 0.2518
674 08-636 1094 08-86 0.4509 0.5491 0.0000 0.2745
675 08-638 840 08-25 0.3373 0.6627 0.0000 0.3313
675 08-638 862 08-495 0.4765 0.5235 0.0000 0.2617
675 08-638 1094 08-86 0.4488 0.5512 0.0000 0.2756
676 08-643 840 08-25 0.3431 0.6569 0.0000 0.3285
676 08-643 862 08-495 0.4957 0.5043 0.0000 0.2521
676 08-643 1094 08-86 0.4601 0.5399 0.0000 0.2700
677 08-644 840 08-25 0.3666 0.6334 0.0000 0.3167
677 08-644 862 08-495 0.5075 0.4925 0.0000 0.2462
677 08-644 1094 08-86 0.5155 0.4845 0.0000 0.2423
678 08-82 840 08-25 0.3421 0.6579 0.0000 0.3289
678 08-82 862 08-495 0.4735 0.5265 0.0000 0.2633
678 08-82 1094 08-86 0.4553 0.5447 0.0000 0.2724
679 09-107 840 08-25 0.3418 0.6582 0.0000 0.3291
679 09-107 862 08-495 0.4857 0.5143 0.0000 0.2571
679 09-107 1094 08-86 0.4752 0.5248 0.0000 0.2624
680 09-109 840 08-25 0.3627 0.6373 0.0000 0.3186
680 09-109 862 08-495 0.4835 0.5165 0.0000 0.2582
680 09-109 1094 08-86 0.4625 0.5375 0.0000 0.2688
681 09-112 840 08-25 0.3604 0.6396 0.0000 0.3198
681 09-112 862 08-495 0.4946 0.5054 0.0000 0.2527
681 09-112 1094 08-86 0.4888 0.5112 0.0000 0.2556
682 09-113 840 08-25 0.3434 0.6566 0.0000 0.3283
682 09-113 862 08-495 0.4915 0.5085 0.0000 0.2542
682 09-113 1094 08-86 0.5086 0.4914 0.0000 0.2457
683 09-119 840 08-25 0.3376 0.6624 0.0000 0.3312
683 09-119 862 08-495 0.4835 0.5165 0.0000 0.2583
683 09-119 1094 08-86 0.4643 0.5357 0.0000 0.2679
684 09-120 840 08-25 0.3441 0.6559 0.0000 0.3279
684 09-120 862 08-495 0.5109 0.4891 0.0000 0.2446
684 09-120 1094 08-86 0.4801 0.5199 0.0000 0.2600
685 09-122 840 08-25 0.3435 0.6565 0.0000 0.3282
685 09-122 862 08-495 0.4882 0.5118 0.0000 0.2559
685 09-122 1094 08-86 0.4610 0.5390 0.0000 0.2695
686 09-124 840 08-25 0.3401 0.6599 0.0000 0.3300
686 09-124 862 08-495 0.4791 0.5209 0.0000 0.2605
686 09-124 1094 08-86 0.4921 0.5079 0.0000 0.2539
687 09-125 840 08-25 0.3526 0.6474 0.0000 0.3237
687 09-125 862 08-495 0.4870 0.5130 0.0000 0.2565
687 09-125 1094 08-86 0.4994 0.5006 0.0000 0.2503
688 09-126 840 08-25 0.3324 0.6676 0.0000 0.3338
688 09-126 862 08-495 0.4889 0.5111 0.0000 0.2555
688 09-126 1094 08-86 0.4507 0.5493 0.0000 0.2747
689 09-15 840 08-25 0.3372 0.6628 0.0000 0.3314
689 09-15 862 08-495 0.4646 0.5354 0.0000 0.2677
689 09-15 1094 08-86 0.4645 0.5355 0.0000 0.2678
690 09-16 840 08-25 0.3318 0.6682 0.0000 0.3341
690 09-16 862 08-495 0.4949 0.5051 0.0000 0.2525
690 09-16 1094 08-86 0.4554 0.5446 0.0000 0.2723
691 09-17 840 08-25 0.3317 0.6683 0.0000 0.3342
691 09-17 862 08-495 0.4879 0.5121 0.0000 0.2560
691 09-17 1094 08-86 0.4453 0.5547 0.0000 0.2774
692 09-18 840 08-25 0.3517 0.6483 0.0000 0.3241
692 09-18 862 08-495 0.4943 0.5057 0.0000 0.2529
692 09-18 1094 08-86 0.4347 0.5653 0.0000 0.2826
693 09-20 840 08-25 0.3313 0.6687 0.0000 0.3344
693 09-20 862 08-495 0.4691 0.5309 0.0000 0.2654
693 09-20 1094 08-86 0.4583 0.5417 0.0000 0.2708
694 09-21 840 08-25 0.3509 0.6491 0.0000 0.3246
694 09-21 862 08-495 0.4911 0.5089 0.0000 0.2544
694 09-21 1094 08-86 0.4687 0.5313 0.0000 0.2656
695 09-22 840 08-25 0.3534 0.6466 0.0000 0.3233
695 09-22 862 08-495 0.4812 0.5188 0.0000 0.2594
695 09-22 1094 08-86 0.4437 0.5563 0.0000 0.2782
696 09-24 840 08-25 0.3553 0.6447 0.0000 0.3224
696 09-24 862 08-495 0.5184 0.4816 0.0000 0.2408
696 09-24 1094 08-86 0.4898 0.5102 0.0000 0.2551
697 09-26 840 08-25 0.3404 0.6596 0.0000 0.3298
697 09-26 862 08-495 0.4768 0.5232 0.0000 0.2616
697 09-26 1094 08-86 0.4462 0.5538 0.0000 0.2769
698 09-27 840 08-25 0.3514 0.6486 0.0000 0.3243
698 09-27 862 08-495 0.4973 0.5027 0.0000 0.2514
698 09-27 1094 08-86 0.4806 0.5194 0.0000 0.2597
699 09-28 840 08-25 0.3380 0.6620 0.0000 0.3310
699 09-28 862 08-495 0.4946 0.5054 0.0000 0.2527
699 09-28 1094 08-86 0.4673 0.5327 0.0000 0.2664
700 09-29 840 08-25 0.3505 0.6495 0.0000 0.3248
700 09-29 862 08-495 0.5031 0.4969 0.0000 0.2485
700 09-29 1094 08-86 0.4488 0.5512 0.0000 0.2756
701 09-30 840 08-25 0.3444 0.6556 0.0000 0.3278
701 09-30 862 08-495 0.4970 0.5030 0.0000 0.2515
701 09-30 1094 08-86 0.4790 0.5210 0.0000 0.2605
702 09-69 840 08-25 0.3580 0.6420 0.0000 0.3210
702 09-69 862 08-495 0.5094 0.4906 0.0000 0.2453
702 09-69 1094 08-86 0.4820 0.5180 0.0000 0.2590
703 14-04 840 08-25 0.3349 0.6651 0.0000 0.3325
703 14-04 862 08-495 0.4941 0.5059 0.0000 0.2529
703 14-04 1094 08-86 0.4675 0.5325 0.0000 0.2662
704 14-45m 840 08-25 0.3414 0.6586 0.0000 0.3293
704 14-45m 862 08-495 0.5183 0.4817 0.0000 0.2409
704 14-45m 1094 08-86 0.4756 0.5244 0.0000 0.2622
705 14-79m 840 08-25 0.3892 0.6108 0.0000 0.3054
705 14-79m 862 08-495 0.5499 0.4501 0.0000 0.2250
705 14-79m 1094 08-86 0.5728 0.4272 0.0000 0.2136
706 15-06m 840 08-25 0.3466 0.6534 0.0000 0.3267
706 15-06m 862 08-495 0.4582 0.5418 0.0000 0.2709
706 15-06m 1094 08-86 0.4595 0.5405 0.0000 0.2702
707 08-74 840 08-25 0.3468 0.6532 0.0000 0.3266
707 08-74 862 08-495 0.4833 0.5167 0.0000 0.2583
707 08-74 1094 08-86 0.4434 0.5566 0.0000 0.2783
708 08-99 840 08-25 0.3426 0.6574 0.0000 0.3287
708 08-99 862 08-495 0.4931 0.5069 0.0000 0.2534
708 08-99 1094 08-86 0.4438 0.5562 0.0000 0.2781
709 08-101 840 08-25 0.3587 0.6413 0.0000 0.3206
709 08-101 862 08-495 0.4575 0.5425 0.0000 0.2713
709 08-101 1094 08-86 0.4559 0.5441 0.0000 0.2721
710 06-11 840 08-25 0.3533 0.6467 0.0000 0.3233
710 06-11 862 08-495 0.4838 0.5162 0.0000 0.2581
710 06-11 1094 08-86 0.4732 0.5268 0.0000 0.2634
711 06-18 840 08-25 0.3501 0.6499 0.0000 0.3249
711 06-18 862 08-495 0.4935 0.5065 0.0000 0.2533
711 06-18 1094 08-86 0.4623 0.5377 0.0000 0.2688
712 06-01 840 08-25 0.3514 0.6486 0.0000 0.3243
712 06-01 862 08-495 0.4896 0.5104 0.0000 0.2552
712 06-01 1094 08-86 0.4836 0.5164 0.0000 0.2582
713 06-02 840 08-25 0.3459 0.6541 0.0000 0.3270
713 06-02 862 08-495 0.4786 0.5214 0.0000 0.2607
713 06-02 1094 08-86 0.4508 0.5492 0.0000 0.2746
714 06-03 840 08-25 0.3540 0.6460 0.0000 0.3230
714 06-03 862 08-495 0.4925 0.5075 0.0000 0.2537
714 06-03 1094 08-86 0.4457 0.5543 0.0000 0.2771
715 14-14 840 08-25 0.3451 0.6549 0.0000 0.3275
715 14-14 862 08-495 0.4894 0.5106 0.0000 0.2553
715 14-14 1094 08-86 0.4922 0.5078 0.0000 0.2539
716 14-11 840 08-25 0.3501 0.6499 0.0000 0.3249
716 14-11 862 08-495 0.5193 0.4807 0.0000 0.2404
716 14-11 1094 08-86 0.4992 0.5008 0.0000 0.2504
717 08-114 840 08-25 0.3660 0.6340 0.0000 0.3170
717 08-114 862 08-495 0.5220 0.4780 0.0000 0.2390
717 08-114 1094 08-86 0.5065 0.4935 0.0000 0.2467
718 08-78 840 08-25 0.3468 0.6532 0.0000 0.3266
718 08-78 862 08-495 0.4894 0.5106 0.0000 0.2553
718 08-78 1094 08-86 0.4847 0.5153 0.0000 0.2576
719 08-62 840 08-25 0.3486 0.6514 0.0000 0.3257
719 08-62 862 08-495 0.4946 0.5054 0.0000 0.2527
719 08-62 1094 08-86 0.4559 0.5441 0.0000 0.2721
720 08-196 840 08-25 0.3382 0.6618 0.0000 0.3309
720 08-196 862 08-495 0.4833 0.5167 0.0000 0.2584
720 08-196 1094 08-86 0.4664 0.5336 0.0000 0.2668
